No,year,month,day,hour,season,pm,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,air quality level
48383,2015,7,9,22,2,60.0,16.0,54.14,1013.0,26.0,4,2.0,0.0,0.0,4
48384,2015,7,9,23,2,34.0,15.0,53.88,1013.0,25.0,4,4.0,0.0,0.0,2
48385,2015,7,10,0,2,33.0,15.0,60.74,1013.0,23.0,4,5.0,0.0,0.0,2
48386,2015,7,10,1,2,35.0,16.0,68.81,1013.0,22.0,3,1.0,0.0,0.0,2
48387,2015,7,10,2,2,27.0,17.0,77.94,1014.0,21.0,4,1.0,0.0,0.0,2
48388,2015,7,10,3,2,23.0,17.0,77.94,1014.0,21.0,4,2.0,0.0,0.0,2
48389,2015,7,10,4,2,34.0,17.0,73.32,1014.0,22.0,3,2.0,0.0,0.0,2
48390,2015,7,10,5,2,24.0,17.0,73.32,1014.0,22.0,3,4.0,0.0,0.0,2
48391,2015,7,10,6,2,27.0,18.0,69.2,1014.0,24.0,3,6.0,0.0,0.0,2
48392,2015,7,10,7,2,33.0,17.0,57.69,1014.0,26.0,3,8.0,0.0,0.0,2
48393,2015,7,10,8,2,25.0,18.0,57.93,1014.0,27.0,3,9.0,0.0,0.0,2
48394,2015,7,10,9,2,17.0,20.0,61.9,1014.0,28.0,3,11.0,0.0,0.0,2
48395,2015,7,10,10,2,19.0,21.0,62.13,1013.0,29.0,4,3.0,0.0,0.0,2
48396,2015,7,10,11,2,19.0,20.0,58.42,1013.0,29.0,4,7.0,0.0,0.0,2
48398,2015,7,10,13,2,20.0,21.0,58.65,1012.0,30.0,4,14.0,0.0,0.0,2
48399,2015,7,10,14,2,19.0,21.0,62.13,1012.0,29.0,4,16.0,0.0,0.0,2
48400,2015,7,10,15,2,17.0,21.0,62.13,1011.0,29.0,4,19.0,0.0,0.0,2
48401,2015,7,10,16,2,20.0,22.0,66.04,1011.0,29.0,4,22.0,0.0,0.0,2
48402,2015,7,10,17,2,18.0,21.0,62.13,1011.0,29.0,4,27.0,0.0,0.0,2
48403,2015,7,10,18,2,29.0,21.0,65.83,1010.0,28.0,4,30.0,0.0,0.0,2
48404,2015,7,10,19,2,21.0,22.0,74.19,1010.0,27.0,4,32.0,0.0,0.0,2
48405,2015,7,10,20,2,27.0,22.0,83.48,1010.0,25.0,4,33.0,0.0,0.0,2
48406,2015,7,10,21,2,19.0,22.0,83.48,1011.0,25.0,4,34.0,0.0,0.0,2
48407,2015,7,10,22,2,18.0,21.0,83.37,1011.0,24.0,4,36.0,0.0,0.0,2
48408,2015,7,10,23,2,19.0,21.0,83.37,1011.0,24.0,4,38.0,0.0,0.0,2
48409,2015,7,11,0,2,15.0,21.0,88.54,1010.0,23.0,4,40.0,0.0,0.0,2
48410,2015,7,11,1,2,20.0,21.0,88.54,1010.0,23.0,3,2.0,0.0,0.0,2
48411,2015,7,11,2,2,25.0,20.0,88.45,1010.0,22.0,4,1.0,0.0,0.0,2
48412,2015,7,11,3,2,31.0,20.0,94.03,1010.0,21.0,4,3.0,0.0,0.0,2
48413,2015,7,11,4,2,45.0,21.0,88.54,1010.0,23.0,4,4.0,0.0,0.0,3
48414,2015,7,11,5,2,38.0,21.0,94.07,1010.0,22.0,4,5.0,0.0,0.0,3
48415,2015,7,11,6,2,27.0,21.0,88.54,1010.0,23.0,3,1.0,0.0,0.0,2
48416,2015,7,11,7,2,25.0,21.0,74.02,1010.0,26.0,4,3.0,0.0,0.0,2
48417,2015,7,11,8,2,31.0,20.0,65.62,1010.0,27.0,4,7.0,0.0,0.0,2
48418,2015,7,11,9,2,31.0,21.0,65.83,1010.0,28.0,4,10.0,0.0,0.0,2
48420,2015,7,11,11,2,44.0,20.0,55.15,1009.0,30.0,4,18.0,0.0,0.0,3
48421,2015,7,11,12,2,59.0,19.0,48.96,1009.0,31.0,4,22.0,0.0,0.0,4
48422,2015,7,11,13,2,51.0,19.0,48.96,1008.0,31.0,4,27.0,0.0,0.0,3
48423,2015,7,11,14,2,47.0,19.0,46.26,1007.0,32.0,4,33.0,0.0,0.0,3
48424,2015,7,11,15,2,46.0,20.0,52.09,1006.0,31.0,4,37.0,0.0,0.0,3
48425,2015,7,11,16,2,51.0,20.0,52.09,1006.0,31.0,4,43.0,0.0,0.0,3
48426,2015,7,11,17,2,50.0,21.0,58.65,1006.0,30.0,4,47.0,0.0,0.0,3
48427,2015,7,11,18,2,34.0,20.0,58.42,1006.0,29.0,4,51.0,0.0,0.0,2
48428,2015,7,11,19,2,34.0,21.0,65.83,1006.0,28.0,4,54.0,0.0,0.0,2
48429,2015,7,11,20,2,31.0,20.0,65.62,1006.0,27.0,4,57.0,0.0,0.0,2
48430,2015,7,11,21,2,34.0,21.0,74.02,1006.0,26.0,4,60.0,0.0,0.0,2
48431,2015,7,11,22,2,36.0,22.0,78.68,1006.0,26.0,3,2.0,0.0,0.0,3
48432,2015,7,11,23,2,36.0,21.0,78.53,1006.0,25.0,3,4.0,0.0,0.0,3
48433,2015,7,12,0,2,32.0,21.0,78.53,1005.0,25.0,4,1.0,0.0,0.0,2
48434,2015,7,12,1,2,35.0,21.0,78.53,1005.0,25.0,3,2.0,0.0,0.0,2
48435,2015,7,12,2,2,37.0,21.0,83.37,1005.0,24.0,4,1.0,0.0,0.0,3
48436,2015,7,12,3,2,42.0,21.0,78.53,1004.0,25.0,3,2.0,0.0,0.0,3
48437,2015,7,12,4,2,49.0,21.0,83.37,1004.0,24.0,3,3.0,0.0,0.0,3
48438,2015,7,12,5,2,64.0,21.0,83.37,1004.0,24.0,3,5.0,0.0,0.0,4
48439,2015,7,12,6,2,70.0,21.0,78.53,1003.0,25.0,3,7.0,0.0,0.0,4
48440,2015,7,12,7,2,78.0,21.0,78.53,1003.0,25.0,3,9.0,0.0,0.0,4
48441,2015,7,12,8,2,82.0,21.0,69.79,1003.0,27.0,3,11.0,0.0,0.0,4
48442,2015,7,12,9,2,74.0,21.0,65.83,1003.0,28.0,3,13.0,0.0,0.0,4
48443,2015,7,12,10,2,79.0,21.0,62.13,1002.0,29.0,3,15.0,0.0,0.0,4
48444,2015,7,12,11,2,76.0,20.0,58.42,1001.0,29.0,3,18.0,0.0,0.0,4
48445,2015,7,12,12,2,76.0,20.0,58.42,1000.0,29.0,3,21.0,0.0,0.0,4
48446,2015,7,12,13,2,84.0,19.0,54.9,1000.0,29.0,3,24.0,0.0,0.0,4
48447,2015,7,12,14,2,78.0,20.0,58.42,999.0,29.0,3,27.0,0.0,0.0,4
48448,2015,7,12,15,2,68.0,20.0,58.42,999.0,29.0,1,4.0,0.0,0.0,4
48449,2015,7,12,16,2,59.0,20.0,58.42,998.0,29.0,1,7.0,0.0,0.0,4
48450,2015,7,12,17,2,61.0,19.0,58.17,997.0,28.0,1,12.0,0.0,0.0,4
48451,2015,7,12,18,2,62.0,18.0,54.65,997.0,28.0,1,17.0,0.0,0.0,4
48452,2015,7,12,19,2,60.0,19.0,61.67,996.0,27.0,1,21.0,0.0,0.0,4
48453,2015,7,12,20,2,60.0,19.0,65.41,996.0,26.0,1,25.0,0.0,0.0,4
48454,2015,7,12,21,2,84.0,19.0,65.41,996.0,26.0,1,29.0,0.0,0.0,4
48455,2015,7,12,22,2,87.0,20.0,73.84,995.0,25.0,1,32.0,0.0,0.0,4
48456,2015,7,12,23,2,76.0,20.0,73.84,994.0,25.0,1,35.0,0.0,0.0,4
48457,2015,7,13,0,2,52.0,19.0,69.4,993.0,25.0,2,4.0,0.0,0.0,3
48458,2015,7,13,1,2,47.0,20.0,73.84,992.0,25.0,2,7.0,0.0,0.0,3
48459,2015,7,13,2,2,43.0,20.0,73.84,991.0,25.0,2,11.0,0.0,0.0,3
48460,2015,7,13,3,2,35.0,20.0,73.84,991.0,25.0,2,15.0,0.0,0.0,2
48461,2015,7,13,4,2,26.0,20.0,73.84,991.0,25.0,2,20.0,0.0,0.0,2
48462,2015,7,13,5,2,17.0,20.0,78.39,991.0,24.0,2,25.0,0.0,0.0,2
48463,2015,7,13,6,2,16.0,20.0,78.39,991.0,24.0,2,31.0,0.0,0.0,2
48464,2015,7,13,7,2,17.0,19.0,69.4,992.0,25.0,2,38.0,0.0,0.0,2
48465,2015,7,13,8,2,16.0,19.0,69.4,992.0,25.0,2,43.0,0.0,0.0,2
48466,2015,7,13,9,2,17.0,19.0,69.4,993.0,25.0,2,49.0,0.0,0.0,2
48467,2015,7,13,10,2,16.0,20.0,69.6,994.0,26.0,2,54.0,0.0,0.0,2
48468,2015,7,13,11,2,15.0,20.0,65.62,994.0,27.0,2,59.0,0.0,0.0,2
48469,2015,7,13,12,2,12.0,20.0,61.9,994.0,28.0,2,66.0,0.0,0.0,1
48471,2015,7,13,14,2,14.0,16.0,45.44,994.0,29.0,2,81.0,0.0,0.0,2
48472,2015,7,13,15,2,18.0,16.0,45.44,995.0,29.0,2,89.0,0.0,0.0,2
48473,2015,7,13,16,2,18.0,15.0,38.01,995.0,31.0,1,8.0,0.0,0.0,2
48474,2015,7,13,17,2,20.0,16.0,40.52,995.0,31.0,2,6.0,0.0,0.0,2
48475,2015,7,13,18,2,28.0,15.0,40.24,995.0,30.0,2,11.0,0.0,0.0,2
48476,2015,7,13,19,2,42.0,15.0,45.16,996.0,28.0,2,13.0,0.0,0.0,3
48477,2015,7,13,20,2,54.0,16.0,54.14,997.0,26.0,4,1.0,0.0,0.0,3
48478,2015,7,13,21,2,63.0,16.0,60.98,997.0,24.0,4,2.0,0.0,0.0,4
48479,2015,7,13,22,2,44.0,17.0,73.32,998.0,22.0,4,1.0,0.0,0.0,3
48481,2015,7,14,0,2,52.0,18.0,78.09,999.0,22.0,3,4.0,0.0,0.0,3
48482,2015,7,14,1,2,52.0,18.0,83.01,999.0,21.0,3,7.0,0.0,0.0,3
48485,2015,7,14,4,2,64.0,17.0,93.89,1000.0,18.0,4,2.0,0.0,0.0,4
48486,2015,7,14,5,2,55.0,17.0,88.2,1001.0,19.0,3,2.0,0.0,0.0,3
48487,2015,7,14,6,2,57.0,18.0,88.28,1002.0,20.0,4,1.0,0.0,0.0,4
48488,2015,7,14,7,2,66.0,19.0,73.67,1003.0,24.0,4,2.0,0.0,0.0,4
48495,2015,7,14,14,2,40.0,19.0,41.36,1002.0,34.0,3,2.0,0.0,0.0,3
48496,2015,7,14,15,2,35.0,14.0,28.48,1002.0,35.0,2,3.0,0.0,0.0,2
48497,2015,7,14,16,2,39.0,15.0,30.38,1002.0,35.0,2,7.0,0.0,0.0,3
48498,2015,7,14,17,2,35.0,14.0,31.83,1002.0,33.0,1,5.0,0.0,0.0,2
48499,2015,7,14,18,2,33.0,16.0,38.29,1002.0,32.0,1,9.0,0.0,0.0,2
48501,2015,7,14,20,2,30.0,15.0,45.16,1004.0,28.0,1,3.0,0.0,0.0,2
48502,2015,7,14,21,2,30.0,16.0,51.05,1005.0,27.0,1,6.0,0.0,0.0,2
48503,2015,7,14,22,2,23.0,16.0,54.14,1005.0,26.0,1,9.0,0.0,0.0,2
48504,2015,7,14,23,2,22.0,17.0,61.21,1005.0,25.0,1,13.0,0.0,0.0,2
48505,2015,7,15,0,2,19.0,17.0,69.01,1005.0,23.0,1,15.0,0.0,0.0,2
48506,2015,7,15,1,2,21.0,17.0,69.01,1005.0,23.0,1,17.0,0.0,0.0,2
48507,2015,7,15,2,2,19.0,18.0,78.09,1005.0,22.0,1,22.0,0.0,0.0,2
48508,2015,7,15,3,2,17.0,18.0,78.09,1006.0,22.0,1,27.0,0.0,0.0,2
48509,2015,7,15,4,2,19.0,18.0,83.01,1006.0,21.0,1,31.0,0.0,0.0,2
48510,2015,7,15,5,2,21.0,18.0,88.28,1006.0,20.0,1,35.0,0.0,0.0,2
48511,2015,7,15,6,2,20.0,17.0,73.32,1006.0,22.0,1,40.0,0.0,0.0,2
48512,2015,7,15,7,2,19.0,18.0,69.2,1007.0,24.0,1,45.0,0.0,0.0,2
48513,2015,7,15,8,2,19.0,19.0,69.4,1007.0,25.0,1,50.0,0.0,0.0,2
48514,2015,7,15,9,2,17.0,19.0,58.17,1007.0,28.0,1,55.0,0.0,0.0,2
48515,2015,7,15,10,2,16.0,17.0,45.72,1007.0,30.0,1,60.0,0.0,0.0,2
48520,2015,7,15,15,2,12.0,14.0,31.83,1006.0,33.0,1,86.0,0.0,0.0,1
48521,2015,7,15,16,2,13.0,14.0,31.83,1006.0,33.0,1,91.0,0.0,0.0,2
48536,2015,7,16,7,2,26.0,16.0,60.98,1008.0,24.0,1,51.0,0.0,0.0,2
48537,2015,7,16,8,2,25.0,16.0,57.44,1008.0,25.0,1,56.0,0.0,0.0,2
48538,2015,7,16,9,2,26.0,17.0,54.39,1008.0,27.0,1,59.0,0.0,0.0,2
48539,2015,7,16,10,2,20.0,17.0,51.31,1008.0,28.0,1,61.0,0.0,0.0,2
48540,2015,7,16,11,2,20.0,16.0,42.9,1008.0,30.0,4,2.0,0.0,0.0,2
48541,2015,7,16,12,2,21.0,15.0,40.24,1007.0,30.0,1,3.0,0.0,0.0,2
48542,2015,7,16,13,2,19.0,14.0,33.67,1007.0,32.0,2,3.0,0.0,0.0,2
48543,2015,7,16,14,2,15.0,15.0,38.01,1006.0,31.0,1,4.0,0.0,0.0,2
48546,2015,7,16,17,2,16.0,14.0,37.73,1006.0,30.0,2,15.0,0.0,0.0,2
48548,2015,7,16,19,2,29.0,14.0,44.89,1007.0,27.0,2,23.0,0.0,0.0,2
48549,2015,7,16,20,2,27.0,14.0,47.61,1007.0,26.0,2,27.0,0.0,0.0,2
48550,2015,7,16,21,2,24.0,14.0,50.51,1007.0,25.0,2,30.0,0.0,0.0,2
48584,2015,7,18,7,2,108.0,19.0,78.24,1008.0,23.0,4,1.0,0.0,0.0,4
48585,2015,7,18,8,2,115.0,19.0,69.4,1008.0,25.0,4,2.0,0.0,0.0,4
48586,2015,7,18,9,2,110.0,20.0,69.6,1008.0,26.0,4,4.0,0.0,0.0,4
48587,2015,7,18,10,2,88.0,19.0,58.17,1008.0,28.0,4,7.0,0.0,0.0,4
48588,2015,7,18,11,2,70.0,17.0,48.42,1007.0,29.0,4,9.0,0.0,0.0,4
48589,2015,7,18,12,2,57.0,16.0,42.9,1007.0,30.0,4,11.0,0.0,0.0,4
48590,2015,7,18,13,2,33.0,16.0,40.52,1006.0,31.0,4,14.0,0.0,0.0,2
48591,2015,7,18,14,2,46.0,16.0,40.52,1006.0,31.0,4,16.0,0.0,0.0,3
48592,2015,7,18,15,2,48.0,16.0,40.52,1006.0,31.0,4,19.0,0.0,0.0,3
48593,2015,7,18,16,2,37.0,16.0,40.52,1006.0,31.0,4,22.0,0.0,0.0,3
48594,2015,7,18,17,2,39.0,16.0,42.9,1006.0,30.0,4,24.0,0.0,0.0,3
48595,2015,7,18,18,2,50.0,16.0,42.9,1006.0,30.0,4,25.0,0.0,0.0,3
48596,2015,7,18,19,2,58.0,17.0,51.31,1006.0,28.0,4,26.0,0.0,0.0,4
48597,2015,7,18,20,2,55.0,18.0,57.93,1007.0,27.0,4,28.0,0.0,0.0,3
48598,2015,7,18,21,2,67.0,17.0,54.39,1007.0,27.0,4,32.0,0.0,0.0,4
48599,2015,7,18,22,2,34.0,18.0,65.19,1008.0,25.0,4,33.0,0.0,0.0,2
48600,2015,7,18,23,2,33.0,18.0,65.19,1008.0,25.0,4,36.0,0.0,0.0,2
48601,2015,7,19,0,2,40.0,18.0,69.2,1009.0,24.0,4,39.0,0.0,0.0,3
48602,2015,7,19,1,2,38.0,18.0,73.5,1009.0,23.0,4,41.0,0.0,0.0,3
48605,2015,7,19,4,2,19.0,15.0,64.54,1009.0,22.0,4,47.0,0.0,0.0,2
48607,2015,7,19,6,2,25.0,15.0,64.54,1010.0,22.0,3,4.0,0.0,0.0,2
48608,2015,7,19,7,2,23.0,15.0,57.2,1010.0,24.0,3,6.0,0.0,0.0,2
48609,2015,7,19,8,2,23.0,15.0,50.78,1011.0,26.0,4,2.0,0.0,0.0,2
48611,2015,7,19,10,2,23.0,16.0,48.15,1011.0,28.0,4,9.0,0.0,0.0,2
48612,2015,7,19,11,2,26.0,16.0,45.44,1010.0,29.0,4,11.0,0.0,0.0,2
48613,2015,7,19,12,2,27.0,16.0,42.9,1010.0,30.0,4,13.0,0.0,0.0,2
48614,2015,7,19,13,2,28.0,16.0,42.9,1009.0,30.0,3,2.0,0.0,0.0,2
48615,2015,7,19,14,2,26.0,15.0,38.01,1009.0,31.0,4,3.0,0.0,0.0,2
48616,2015,7,19,15,2,28.0,15.0,35.91,1008.0,32.0,4,7.0,0.0,0.0,2
48617,2015,7,19,16,2,34.0,14.0,35.63,1008.0,31.0,4,11.0,0.0,0.0,2
48618,2015,7,19,17,2,28.0,14.0,35.63,1008.0,31.0,4,14.0,0.0,0.0,2
48619,2015,7,19,18,2,46.0,15.0,40.24,1008.0,30.0,4,16.0,0.0,0.0,3
48620,2015,7,19,19,2,32.0,15.0,45.16,1008.0,28.0,3,2.0,0.0,0.0,2
48621,2015,7,19,20,2,38.0,14.0,47.61,1009.0,26.0,4,2.0,0.0,0.0,3
48622,2015,7,19,21,2,45.0,14.0,50.51,1010.0,25.0,3,2.0,0.0,0.0,3
48623,2015,7,19,22,2,29.0,17.0,64.98,1010.0,24.0,4,2.0,0.0,0.0,2
48624,2015,7,19,23,2,26.0,17.0,69.01,1010.0,23.0,3,2.0,0.0,0.0,2
48625,2015,7,20,0,2,27.0,16.0,64.76,1010.0,23.0,3,4.0,0.0,0.0,2
48626,2015,7,20,1,2,28.0,16.0,68.81,1011.0,22.0,3,5.0,0.0,0.0,2
48627,2015,7,20,2,2,29.0,15.0,64.54,1011.0,22.0,3,7.0,0.0,0.0,2
48628,2015,7,20,3,2,31.0,15.0,68.61,1010.0,21.0,3,9.0,0.0,0.0,2
48629,2015,7,20,4,2,34.0,14.0,64.32,1010.0,21.0,3,11.0,0.0,0.0,2
48631,2015,7,20,6,2,28.0,13.0,56.69,1010.0,22.0,3,15.0,0.0,0.0,2
48632,2015,7,20,7,2,27.0,14.0,53.62,1010.0,24.0,3,17.0,0.0,0.0,2
48633,2015,7,20,8,2,29.0,14.0,47.61,1010.0,26.0,3,19.0,0.0,0.0,2
48634,2015,7,20,9,2,24.0,13.0,42.06,1010.0,27.0,4,2.0,0.0,0.0,2
48635,2015,7,20,10,2,25.0,13.0,37.44,1010.0,29.0,4,4.0,0.0,0.0,2
48637,2015,7,20,12,2,27.0,15.0,40.24,1009.0,30.0,4,11.0,0.0,0.0,2
48638,2015,7,20,13,2,30.0,15.0,38.01,1009.0,31.0,4,15.0,0.0,0.0,2
48641,2015,7,20,16,2,40.0,15.0,38.01,1007.0,31.0,4,26.0,0.0,0.0,3
48642,2015,7,20,17,2,46.0,17.0,45.72,1006.0,30.0,4,29.0,0.0,0.0,3
48643,2015,7,20,18,2,54.0,17.0,48.42,1006.0,29.0,4,32.0,0.0,0.0,3
48644,2015,7,20,19,2,57.0,17.0,51.31,1006.0,28.0,4,34.0,0.0,0.0,4
48645,2015,7,20,20,2,40.0,18.0,57.93,1007.0,27.0,4,37.0,0.0,0.0,3
48646,2015,7,20,21,2,35.0,19.0,65.41,1008.0,26.0,4,41.0,0.0,0.0,2
48647,2015,7,20,22,2,29.0,21.0,83.37,1008.0,24.0,4,44.0,0.7,0.7,2
48648,2015,7,20,23,2,30.0,22.0,94.12,1008.0,23.0,3,2.0,0.0,0.0,2
48649,2015,7,21,0,2,29.0,21.0,88.54,1008.0,23.0,4,2.0,0.0,0.0,2
48650,2015,7,21,1,2,26.0,21.0,94.07,1008.0,22.0,4,4.0,0.0,0.0,2
48651,2015,7,21,2,2,23.0,21.0,94.07,1007.0,22.0,4,5.0,0.0,0.0,2
48652,2015,7,21,3,2,25.0,20.0,88.45,1007.0,22.0,3,2.0,0.0,0.0,2
48653,2015,7,21,4,2,25.0,20.0,88.45,1007.0,22.0,3,3.0,0.0,0.0,2
48654,2015,7,21,5,2,26.0,20.0,88.45,1007.0,22.0,3,4.0,0.1,0.1,2
48655,2015,7,21,6,2,30.0,21.0,88.54,1007.0,23.0,3,6.0,0.0,0.0,2
48656,2015,7,21,7,2,44.0,21.0,83.37,1007.0,24.0,3,8.0,0.0,0.0,3
48657,2015,7,21,8,2,40.0,20.0,78.39,1007.0,24.0,4,2.0,0.0,0.0,3
48658,2015,7,21,9,2,33.0,21.0,83.37,1007.0,24.0,4,4.0,0.1,0.1,2
48659,2015,7,21,10,2,40.0,20.0,69.6,1007.0,26.0,4,6.0,0.0,0.0,3
48660,2015,7,21,11,2,43.0,21.0,65.83,1006.0,28.0,4,2.0,0.0,0.0,3
48661,2015,7,21,12,2,43.0,20.0,58.42,1006.0,29.0,4,3.0,0.0,0.0,3
48662,2015,7,21,13,2,37.0,19.0,51.83,1005.0,30.0,4,7.0,0.0,0.0,3
48663,2015,7,21,14,2,41.0,19.0,51.83,1005.0,30.0,4,10.0,0.0,0.0,3
49275,2015,8,16,2,2,74.0,20.0,94.03,1006.0,21.0,3,5.0,0.0,0.0,4
49276,2015,8,16,3,2,74.0,20.0,94.03,1006.0,21.0,3,7.0,0.0,0.0,4
49277,2015,8,16,4,2,61.0,20.0,94.03,1006.0,21.0,3,9.0,0.0,0.0,4
49278,2015,8,16,5,2,57.0,20.0,88.45,1006.0,22.0,3,11.0,0.0,0.0,4
49279,2015,8,16,6,2,53.0,20.0,88.45,1006.0,22.0,3,14.0,0.0,0.0,3
49280,2015,8,16,7,2,50.0,21.0,88.54,1006.0,23.0,3,16.0,0.0,0.0,3
49281,2015,8,16,8,2,53.0,21.0,78.53,1006.0,25.0,4,2.0,0.0,0.0,3
49282,2015,8,16,9,2,61.0,21.0,69.79,1007.0,27.0,4,5.0,0.0,0.0,4
49283,2015,8,16,10,2,61.0,21.0,65.83,1007.0,28.0,4,8.0,0.0,0.0,4
49284,2015,8,16,11,2,62.0,21.0,62.13,1006.0,29.0,4,12.0,0.0,0.0,4
49285,2015,8,16,12,2,69.0,21.0,62.13,1006.0,29.0,4,16.0,0.0,0.0,4
49286,2015,8,16,13,2,76.0,22.0,62.35,1006.0,30.0,4,18.0,0.0,0.0,4
49287,2015,8,16,14,2,70.0,23.0,66.25,1005.0,30.0,4,23.0,0.0,0.0,4
49288,2015,8,16,15,2,72.0,23.0,70.17,1005.0,29.0,4,26.0,0.0,0.0,4
49289,2015,8,16,16,2,75.0,23.0,70.17,1005.0,29.0,4,28.0,0.0,0.0,4
49290,2015,8,16,17,2,82.0,24.0,70.36,1004.0,30.0,4,30.0,0.0,0.0,4
49291,2015,8,16,18,2,84.0,24.0,83.71,1005.0,27.0,4,32.0,0.0,0.0,4
49292,2015,8,16,19,2,95.0,23.0,78.82,1005.0,27.0,3,2.0,0.0,0.0,4
49293,2015,8,16,20,2,96.0,22.0,83.48,1006.0,25.0,3,4.0,0.0,0.0,4
49294,2015,8,16,21,2,103.0,21.0,83.37,1007.0,24.0,3,6.0,0.0,0.0,4
49295,2015,8,16,22,2,107.0,21.0,83.37,1007.0,24.0,3,7.0,0.0,0.0,4
49296,2015,8,16,23,2,90.0,21.0,88.54,1007.0,23.0,4,1.0,0.0,0.0,4
49297,2015,8,17,0,2,58.0,21.0,88.54,1007.0,23.0,3,1.0,0.0,0.0,4
49298,2015,8,17,1,2,58.0,20.0,88.45,1006.0,22.0,4,1.0,0.0,0.0,4
49299,2015,8,17,2,2,57.0,20.0,88.45,1006.0,22.0,3,2.0,0.0,0.0,4
49300,2015,8,17,3,2,55.0,20.0,88.45,1006.0,22.0,3,3.0,0.0,0.0,3
49301,2015,8,17,4,2,53.0,20.0,88.45,1006.0,22.0,3,5.0,0.0,0.0,3
49302,2015,8,17,5,2,53.0,20.0,88.45,1006.0,22.0,3,7.0,0.0,0.0,3
49303,2015,8,17,6,2,52.0,20.0,88.45,1007.0,22.0,3,9.0,0.0,0.0,3
49304,2015,8,17,7,2,51.0,21.0,83.37,1007.0,24.0,3,11.0,0.0,0.0,3
49305,2015,8,17,8,2,57.0,21.0,74.02,1007.0,26.0,3,13.0,0.0,0.0,4
49306,2015,8,17,9,2,68.0,21.0,65.83,1007.0,28.0,4,3.0,0.0,0.0,4
49307,2015,8,17,10,2,73.0,21.0,62.13,1007.0,29.0,4,7.0,0.0,0.0,4
49308,2015,8,17,11,2,73.0,21.0,58.65,1007.0,30.0,4,12.0,0.0,0.0,4
49309,2015,8,17,12,2,78.0,22.0,58.89,1007.0,31.0,4,16.0,0.0,0.0,4
49310,2015,8,17,13,2,89.0,21.0,58.65,1007.0,30.0,4,20.0,0.0,0.0,4
49311,2015,8,17,14,2,89.0,23.0,62.57,1007.0,31.0,4,24.0,0.0,0.0,4
49313,2015,8,17,16,2,87.0,22.0,58.89,1006.0,31.0,4,30.0,0.0,0.0,4
49314,2015,8,17,17,2,60.0,22.0,66.04,1006.0,29.0,4,33.0,0.0,0.0,4
49315,2015,8,17,18,2,64.0,21.0,65.83,1006.0,28.0,4,35.0,0.0,0.0,4
49316,2015,8,17,19,2,64.0,21.0,69.79,1007.0,27.0,4,36.0,0.0,0.0,4
49317,2015,8,17,20,2,61.0,21.0,74.02,1008.0,26.0,4,37.0,0.0,0.0,4
49318,2015,8,17,21,2,65.0,21.0,78.53,1008.0,25.0,3,2.0,0.0,0.0,4
49319,2015,8,17,22,2,66.0,21.0,78.53,1008.0,25.0,3,4.0,0.0,0.0,4
49320,2015,8,17,23,2,68.0,21.0,83.37,1009.0,24.0,3,5.0,0.0,0.0,4
49321,2015,8,18,0,2,72.0,21.0,83.37,1009.0,24.0,3,6.0,0.0,0.0,4
49322,2015,8,18,1,2,72.0,21.0,83.37,1009.0,24.0,3,8.0,0.0,0.0,4
49323,2015,8,18,2,2,72.0,21.0,83.37,1010.0,24.0,3,10.0,0.0,0.0,4
49324,2015,8,18,3,2,72.0,21.0,88.54,1010.0,23.0,3,12.0,0.0,0.0,4
49325,2015,8,18,4,2,67.0,20.0,88.45,1010.0,22.0,3,14.0,0.0,0.0,4
49326,2015,8,18,5,2,64.0,20.0,88.45,1010.0,22.0,3,16.0,0.0,0.0,4
49327,2015,8,18,6,2,63.0,20.0,88.45,1011.0,22.0,3,18.0,0.0,0.0,4
49328,2015,8,18,7,2,66.0,21.0,83.37,1011.0,24.0,3,20.0,0.0,0.0,4
49329,2015,8,18,8,2,75.0,22.0,74.19,1011.0,27.0,3,22.0,0.0,0.0,4
49330,2015,8,18,9,2,87.0,22.0,69.98,1011.0,28.0,4,3.0,0.0,0.0,4
49331,2015,8,18,10,2,88.0,22.0,66.04,1011.0,29.0,4,7.0,0.0,0.0,4
49332,2015,8,18,11,2,88.0,21.0,58.65,1011.0,30.0,4,11.0,0.0,0.0,4
49333,2015,8,18,12,2,89.0,21.0,55.4,1011.0,31.0,4,15.0,0.0,0.0,4
49334,2015,8,18,13,2,98.0,21.0,52.35,1011.0,32.0,4,19.0,0.0,0.0,4
49335,2015,8,18,14,2,100.0,16.0,45.44,1010.0,29.0,4,24.0,0.0,0.0,4
49336,2015,8,18,15,2,86.0,15.0,42.62,1010.0,29.0,4,28.0,0.0,0.0,4
49337,2015,8,18,16,2,55.0,16.0,51.05,1010.0,27.0,4,33.0,0.0,0.0,3
49338,2015,8,18,17,2,42.0,15.0,53.88,1010.0,25.0,4,38.0,0.0,0.0,3
49339,2015,8,18,18,2,55.0,16.0,57.44,1010.0,25.0,4,39.0,0.0,0.0,3
49340,2015,8,18,19,2,66.0,16.0,60.98,1010.0,24.0,3,2.0,0.0,0.0,4
49341,2015,8,18,20,2,62.0,18.0,69.2,1011.0,24.0,3,4.0,0.0,0.0,4
49342,2015,8,18,21,2,62.0,19.0,73.67,1011.0,24.0,3,6.0,0.0,0.0,4
49343,2015,8,18,22,2,60.0,20.0,83.25,1012.0,23.0,3,8.0,0.0,0.0,4
